original,phonetic,syllables,syl_number,word_len
әле,әле,V-SV,2,3
бераз,бераз,CV-SVC,2,5
шабашниклар,шабашниклар,CV-CVC-SVC-SVS,4,11
белән,белән,CV-SVS,2,5
йөрдем,jөрдем,SVS-CVS,2,6
аннары,аннары,VS-SV-SV,3,6
аннары,аннары,VS-SV-SV,3,6
иң,иң,VS,1,2
хәтәре,хәтәре,CV-CV-SV,3,6
башланды,башланды,CVC-SVS-CV,3,8
мине,мине,SV-SV,2,4
кол,кол,CVS,1,3
итеп,итеп,V-CVC,2,4
саттылар,саттылар,CVC-CV-SVS,3,8
кол,кол,CVS,1,3
итеп,итеп,V-CVC,2,4
әйе,әjе,V-SV,2,3
эшкә,эшкә,VC-CV,2,4
этләр,этләр,VC-SVS,2,5
белән,белән,CV-SVS,2,5
саклыйлар,саклыjлар,CVC-SVS-SVS,3,9
иде,иде,V-CV,2,3
бу,бу,CV,1,2
илдә,илдә,VS-CV,2,4
ниләр,ниләр,SV-SVS,2,5
генә,генә,CV-SV,2,4
юк,jук,SVC,1,3
сәлимә,сәлимә,CV-SV-SV,3,6
шуннан,шуннан,CVS-SVS,2,6
шуннар,шуннар,CVS-SVS,2,6
шуннан,шуннан,CVS-SVS,2,6
шул,шул,CVS,1,3
ярты,jарты,SVS-CV,2,5
ел,jыл,SVS,1,3
җәфа,җәфа,CV-CV,2,4
чиккәч,чиккәч,CVC-CVC,2,6
бер,бер,CVS,1,3
җай,җаj,CVS,1,3
туры,туры,CV-SV,2,4
китереп,китереп,CV-CV-SVC,3,7
качтым,качтым,CVC-CVS,2,6
качканда,качканда,CVC-CVS-CV,3,8
берсен,берсен,CVS-CVS,2,6
дөмектердем,дөмектердем,CV-SVC-CVS-CVS,4,11
туры,туры,CV-SV,2,4
милициягә,милициjәгә,SV-SV-CV-SV-CV,5,10
бардым,бардым,CVS-CVS,2,6
шул,шул,CVS,1,3
булды,булды,CVS-CV,2,5
миңа,миңа,SV-SV,2,4
үтерүче,үтерүче,V-CV-SV-CV,4,7
исеме,исеме,V-CV-SV,3,5
тактылар,тактылар,CVC-CV-SVS,3,8
соң,соң,CVS,1,3
гына,гына,CV-SV,2,4
белдем,белдем,CVS-CVS,2,6
милициясе,милициjәсе,SV-SV-CV-SV-CV,5,10
мафиясе,мафиjасе,SV-CV-SV-CV,4,8
бергә,бергә,CVS-CV,2,5
икән,икән,V-CVS,2,4
алты,алты,VS-CV,2,4
ел,jыл,SVS,1,3
берделәр,берделәр,CVS-CV-SVS,3,8
өч,өч,VC,1,2
елын,jылын,SV-SVS,2,5
утырдым,утырдым,V-CVS-CVS,3,7
инде,инде,VS-CV,2,4
тотылсам,тотылсам,CV-CVS-CVS,3,8
ул,ул,VS,1,2
өч,өч,VC,1,2
елны,jылны,SVS-SV,2,5
кабат,кабат,CV-CVC,2,5
өстәячәкләр,өстәjәчәкләр,VC-CV-SV-CVC-SVS,5,12
наил,наил,SV-VS,2,4
төрмәдән,төрмәдән,CVS-SV-CVS,3,8
нигә,нигә,SV-CV,2,4
качтың,качтың,CVC-CVS,2,6
нигә,нигә,SV-CV,2,4
рәнҗеттеләрме,рәнҗеттеләрме,SVS-CVC-CV-SVS-SV,5,13
кыйнадылармы,кыjнадылармы,CVS-SV-CV-SVS-SV,5,12
авыр,аwыр,V-SVS,2,4
булдымы,булдымы,CVS-CV-SV,3,7
юк,jук,SVC,1,3
мине,мине,SV-SV,2,4
сындыра,сындыра,CVS-CV-SV,3,7
алмадылар,алмадылар,VS-SV-CV-SVS,4,9
кыйнаудан,кыjнаwдан,CVS-SVS-CVS,3,9
тәнем,тәнем,CV-SVS,2,5
изелеп,изелеп,V-CV-SVC,3,6
чүпрәккә,чүпрәккә,CVC-SVC-CV,3,8
калганда,калганда,CVS-CVS-CV,3,8
да,да,CV,1,2
рухым,рухым,SV-CVS,2,5
нык,нык,SVC,1,3
иде,иде,V-CV,2,3
җаным,җаным,CV-SVS,2,5
исән,исән,V-CVS,2,4
иде,иде,V-CV,2,3
минем,минем,SV-SVS,2,5
җанымны,җанымны,CV-SVS-SV,3,7
саклап,саклап,CVC-SVC,2,6
кала,кала,CV-SV,2,4
алдым,алдым,VS-CVS,2,5
мин,мин,SVS,1,3
сәлимә,сәлимә,CV-SV-SV,3,6
ә,ә,V,1,1
җанымда,җанымда,CV-SVS-CV,3,7
син,син,CVS,1,3
идең,идең,V-CVS,2,4
наил,наил,SV-VS,2,4
елатасың,jылатасың,SV-SV-CV-CVS,4,9
бит,бит,CVC,1,3
нигә,нигә,SV-CV,2,4
качтыммы,качтыммы,CVC-CVS-SV,3,8
син,син,CVS,1,3
дип,дип,CVC,1,3
качтым,качтым,CVC-CVS,2,6
сине,сине,CV-SV,2,4
үзең,үзең,V-CVS,2,4
генә,генә,CV-SV,2,4
яши,jәши,SV-CV,2,4
диделәр,диделәр,CV-CV-SVS,3,7
кияүгә,киjәwгә,CV-SVS-CV,3,7
чыгуың,чыгуың,CV-CV-VS,3,6
хакында,хакында,CV-CVS-CV,3,7
сүз,сүз,CVC,1,3
ялган,jалган,SVS-CVS,2,6
булган,булган,CVS-CVS,2,6
сөйләшәсе,сөjләшәсе,CVS-SV-CV-CV,4,9
килде,килде,CVS-CV,2,5
шуңа,шуңа,CV-SV,2,4
качтым,качтым,CVC-CVS,2,6
да,да,CV,1,2
менә,менә,SV-SV,2,4
очраштык,очраштык,VC-SVC-CVC,3,8
та,та,CV,1,2
әле,әле,V-SV,2,3
дә,дә,CV,1,2
ышанып,ышанып,V-CV-SVC,3,6
җитә,җитә,CV-CV,2,4
алмыйм,алмыjм,VS-SVSS,2,6
тиле,тиле,CV-SV,2,4
син,син,CVS,1,3
наил,наил,SV-VS,2,4
син,син,CVS,1,3
тиле,тиле,CV-SV,2,4
түгелме,түгелме,CV-CVS-SV,3,7
шул,шул,CVS,1,3
гомер,гомер,CV-SVS,2,5
кияүгә,киjәwгә,CV-SVS-CV,3,7
чыкмый,чыкмыj,CVC-SVS,2,6
йөриләр,jөриләр,SV-SV-SVS,3,7
диме,диме,CV-SV,2,4
яраттым,jараттым,SV-SVC-CVS,3,8
бит,бит,CVC,1,3
мин,мин,SVS,1,3
сине,сине,CV-SV,2,4
көттем,көттем,CVC-CVS,2,6
шуңа,шуңа,CV-SV,2,4
чыкмадым,чыкмадым,CVC-SV-CVS,3,8
да,да,CV,1,2
тагын,тагын,CV-CVS,2,5
да,да,CV,1,2
көтәрсеңме,көтәрсеңме,CV-CVS-CVS-SV,4,10
сәлимә,сәлимә,CV-SV-SV,3,6
көтсәң,көтсәң,CVC-CVS,2,6
төрмәгә,төрмәгә,CVS-SV-CV,3,7
кабат,кабат,CV-CVC,2,5
керәм,керәм,CV-SVS,2,5
көтмәсәң,көтмәсәң,CVC-SV-CVS,3,8
көтәм,көтәм,CV-CVS,2,5
көтәм,көтәм,CV-CVS,2,5
наил,наил,SV-VS,2,4
бәгърем,бәгрем,CVC-SVS,2,6
җанкисәгем,җанкисәгем,CVS-CV-CV-CVS,4,10
минем,минем,SV-SVS,2,5
рәхмәт,рәхмәт,SVC-SVC,2,6
сөеклем,сөjеклем,CV-SVC-SVS,3,8
син,син,CVS,1,3
мине,мине,SV-SV,2,4
тормышка,тормышка,CVS-SVC-CV,3,8
кайтардың,каjтардың,CVS-CVS-CVS,3,9
мин,мин,SVS,1,3
хәзер,хәзер,CV-CVS,2,5
тыныч,тыныч,CV-SVC,2,5
бар,бар,CVS,1,3
кайт,каjт,CVSC,1,4
төрмәңә,төрмәңә,CVS-SV-SV,3,7
түз,түз,CVC,1,3
авыр,аwыр,V-SVS,2,4
булса,булса,CVS-CV,2,5
да,да,CV,1,2
түз,түз,CVC,1,3
минем,минем,SV-SVS,2,5
өчен,өчен,V-CVS,2,4
түз,түз,CVC,1,3
үзең,үзең,V-CVS,2,4
өчен,өчен,V-CVS,2,4
уртак,уртак,VS-CVC,2,5
бәхетебез,бәхетебез,CV-CV-CV-CVC,4,9
өчен,өчен,V-CVS,2,4
түз,түз,CVC,1,3
зинһар,зинһар,CVS-CVS,2,6
түз,түз,CVC,1,3
үтенеп,үтенеп,V-CV-SVC,3,6
сорыйм,сорыjм,CV-SVSS,2,6
тагын,тагын,CV-CVS,2,5
өч,өч,VC,1,2
ел,jыл,SVS,1,3
өстәсәләр,өстәсәләр,VC-CV-CV-SVS,4,9
дә,дә,CV,1,2
көтәрсеңме,көтәрсеңме,CV-CVS-CVS-SV,4,10
тагын,тагын,CV-CVS,2,5
алты,алты,VS-CV,2,4
елмы,jылмы,SVS-SV,2,5
көтәм,көтәм,CV-CVS,2,5
наил,наил,SV-VS,2,4
ике,ике,V-CV,2,3
җан,җан,CVS,1,3
ике,ике,V-CV,2,3
йөрәк,jөрәк,SV-SVC,2,5
бер,бер,CVS,1,3
берсенә,берсенә,CVS-CV-SV,3,7
сыенышып,сыjынышып,CV-SV-SV-CVC,4,9
тынып,тынып,CV-SVC,2,5
калдылар,калдылар,CVS-CV-SVS,3,8
икесе,икесе,V-CV-CV,3,5
дә,дә,CV,1,2
мыштым,мыштым,SVC-CVS,2,6
гына,гына,CV-SV,2,4
елыйлар,jылыjлар,SV-SVS-SVS,3,8
күңелләрендәге,күңелләрендәге,CV-SVS-SV-SVS-CV-CV,6,14
авыр,аwыр,V-SVS,2,4
кайгылы,каjгылы,CVS-CV-SV,3,7
моң,моң,SVS,1,3
шулай,шулаj,CV-SVS,2,5
яшь,jәш,SVC,1,3
булып,булып,CV-SVC,2,5
эреп,эреп,V-SVC,2,4
чыга,чыга,CV-CV,2,4
иде,иде,V-CV,2,3
бу,бу,CV,1,2
минутта,минутта,SV-SVC-CV,3,7
ул,ул,VS,1,2
әле,әле,V-SV,2,3
алты,алты,VS-CV,2,4
ел,jыл,SVS,1,3
эриячәк,эриjәчәк,V-SV-SV-CVC,4,8
иде,иде,V-CV,2,3
мәңгелеккә,мәңгелеккә,SVS-CV-SVC-CV,4,10
торырлык,торырлык,CV-SVS-SVC,3,8
алты,алты,VS-CV,2,4
ел,jыл,SVS,1,3
менә,менә,SV-SV,2,4
наил,наил,SV-VS,2,4
сак,сак,CVC,1,3
кына,кына,CV-SV,2,4
кузгалып,кузгалып,CVC-CV-SVC,3,8
башын,башын,CV-CVS,2,5
күтәрде,күтәрде,CV-CVS-CV,3,7
сәлимәсенең,сәлимәсенең,CV-SV-SV-CV-SVS,5,11
күзләренә,күзләренә,CVC-SV-SV-SV,4,9
йотлыгып,jотлыгып,SVC-SV-CVC,3,8
карап,карап,CV-SVC,2,5
торды,торды,CVS-CV,2,5
үрелеп,үрелеп,V-SV-SVC,3,6
аның,аның,V-SVS,2,4
мәхәббәткә,мәхәббәткә,SV-CVC-CVC-CV,4,10
тулышкан,тулышкан,CV-SVC-CVS,3,8
алсу,алсу,VS-CV,2,4
иреннәреннән,иреннәреннән,V-SVS-SV-SVS-SVS,5,12
үбеп,үбеп,V-CVC,2,4
алды,алды,VS-CV,2,4
авыр,аwыр,V-SVS,2,4
эш,эш,VC,1,2
эшләп,эшләп,VC-SVC,2,5
сөялгә,сөjәлгә,CV-SVS-CV,3,7
каткан,каткан,CVC-CVS,2,6
кулларын,кулларын,CVS-SV-SVS,3,8
сәлимәнең,сәлимәнең,CV-SV-SV-SVS,4,9
йомшак,jомшак,SVS-CVC,2,6
назлы,назлы,SVC-SV,2,5
учларыннан,учларыннан,VC-SV-SVS-SVS,4,10
алмыйча,алмыjча,VS-SVS-CV,3,7
гына,гына,CV-SV,2,4
торып,торып,CV-SVC,2,5
басты,басты,CVC-CV,2,5
аннары,аннары,VS-SV-SV,3,6
кискен,кискен,CVC-CVS,2,6
генә,генә,CV-SV,2,4
борылды,борылды,CV-SVS-CV,3,7
да,да,CV,1,2
йөгерә,jөгерә,SV-CV-SV,3,6
атлый,атлыj,VC-SVS,2,5
тамбур,тамбур,CVS-CVS,2,6
ишегенә,ишегенә,V-CV-CV-SV,4,7
табан,табан,CV-CVS,2,5
китте,китте,CVC-CV,2,5
сәлимә,сәлимә,CV-SV-SV,3,6
каккан,каккан,CVC-CVS,2,6
казык,казык,CV-CVC,2,5
кебек,кебек,CV-CVC,2,5
утырып,утырып,V-CV-SVC,3,6
калды,калды,CVS-CV,2,5
хәтта,хәтта,CVC-CV,2,5
наил,наил,SV-VS,2,4
киткән,киткән,CVC-CVS,2,6
якка,jакка,SVC-CV,2,5
борылып,борылып,CV-SV-SVC,3,7
та,та,CV,1,2
карамады,карамады,CV-SV-SV-CV,4,8
әле,әле,V-SV,2,3
ярый,jарыj,SV-SVS,2,5
карамады,карамады,CV-SV-SV-CV,4,8
караса,караса,CV-SV-CV,3,6
тамбур,тамбур,CVS-CVS,2,6
ишеге,ишеге,V-CV-CV,3,5
артында,артында,VS-CVS-CV,3,7
торган,торган,CVS-CVS,2,6
милиционерларның,милиционерларның,SV-SV-CV-V-SVS-SVS-SVS,7,16
дәррәү,дәррәw,CVS-SVS,2,6
кузгалып,кузгалып,CVC-CV-SVC,3,8
автомат,автомат,VC-CV-SVC,3,7
түтәләре,түтәләре,CV-CV-SV-SV,4,8
резина,резина,SV-CV-SV,3,6
таяклары,таjаклары,CV-SVC-SV-SV,4,9
белән,белән,CV-SVS,2,5
наил,наил,SV-VS,2,4
өстенә,өстенә,VC-CV-SV,3,6
ябырылуларын,jабырылуларын,SV-CV-SV-SV-SV-SVS,6,13
күрер,күрер,CV-SVS,2,5
иде,иде,V-CV,2,3
күрер,күрер,CV-SVS,2,5
иде,иде,V-CV,2,3
дә,дә,CV,1,2
акылыннан,акылыннан,V-CV-SVS-SVS,4,9
язар,jазар,SV-CVS,2,5
иде,иде,V-CV,2,3
