original,phonetic,syllables,syl_number,word_len
ягын,jагын,SV-CVS,2,5
андагы,андагы,VS-CV-CV,3,6
түбәләрнең,түбәләрнең,CV-CV-SVS-SVS,4,10
үзәннәрнең,үзәннәрнең,V-CVS-SVS-SVS,4,10
чокырларның,чокырларның,CV-CVS-SVS-SVS,4,11
бөтенесен,бөтенесен,CV-CV-SV-CVS,4,9
исемнәре,исемнәре,V-CVS-SV-SV,4,8
белән,белән,CV-SVS,2,5
белә,белә,CV-SV,2,4
хәзер,хәзер,CV-CVS,2,5
инде,инде,VS-CV,2,4
ул,ул,VS,1,2
исемнәрнең,исемнәрнең,V-CVS-SVS-SVS,4,10
күбесе,күбесе,CV-CV-CV,3,6
онытылып,онытылып,V-SV-CV-SVC,4,8
бара,бара,CV-SV,2,4
хәзер,хәзер,CV-CVS,2,5
мәсәлән,мәсәлән,SV-CV-SVS,3,7
каракош,каракош,CV-SV-CVC,3,7
басуы,басуы,CV-CV-V,3,5
яки,jәки,SV-CV,2,4
атчабар,атчабар,VC-CV-CVS,3,7
кыры,кыры,CV-SV,2,4
дип,дип,CVC,1,3
түгел,түгел,CV-CVS,2,5
ә,ә,V,1,1
фәләненче,фәләненче,CV-SV-SVS-CV,4,9
бригаданың,бригаданың,CSV-CV-CV-SVS,4,10
да,да,CV,1,2
төгәненче,төгәненче,CV-CV-SVS-CV,4,9
бригаданың,бригаданың,CSV-CV-CV-SVS,4,10
участогы,участогы,V-CVC-CV-CV,4,8
дип,дип,CVC,1,3
кенә,кенә,CV-SV,2,4
йөртәләр,jөртәләр,SVS-CV-SVS,3,8
юлкотлы,jулкотлы,SVS-CVC-SV,3,8
яланнарын,jаланнарын,SV-SVS-SV-SVS,4,10
тоташтан,тоташтан,CV-CVC-CVS,3,8
сөреп,сөреп,CV-SVC,2,5
бетерделәр,бетерделәр,CV-CVS-CV-SVS,4,10
иске,иске,VC-CV,2,4
чикләр,чикләр,CVC-SVS,2,6
иске,иске,VC-CV,2,4
исемнәр,исемнәр,V-CVS-SVS,3,7
барысы,барысы,CV-SV-CV,3,6
да,да,CV,1,2
күмелеп,күмелеп,CV-SV-SVC,3,7
калды,калды,CVS-CV,2,5
шунда,шунда,CVS-CV,2,5
карт,карт,CVSC,1,4
түбәдән,түбәдән,CV-CV-CVS,3,7
төшеп,төшеп,CV-CVC,2,5
китә,китә,CV-CV,2,4
үзәнлекләрдән,үзәнлекләрдән,V-CVS-SVC-SVS-CVS,5,13
уза,уза,V-CV,2,3
иген,иген,V-CVS,2,4
басуларын,басуларын,CV-CV-SV-SVS,4,9
буразна,буразна,CV-SVC-SV,3,7
буйлап,буjлап,CVS-SVC,2,6
кисеп,кисеп,CV-CVC,2,5
чыга,чыга,CV-CV,2,4
шулай,шулаj,CV-SVS,2,5
итеп,итеп,V-CVC,2,4
әллә,әллә,VS-SV,2,4
никадәр,никадәр,SV-CV-CVS,3,7
җир,җир,CVS,1,3
әйләнеп,әjләнеп,VS-SV-SVC,3,7
күп,күп,CVC,1,3
вакытта,wакытта,SV-CVC-CV,3,7
авылның,аwылның,V-SVS-SVS,3,7
икенче,икенче,V-CVS-CV,3,6
очыннан,очыннан,V-CVS-SVS,3,7
кайтып,каjтып,CVS-CVC,2,6
керә,керә,CV-SV,2,4
юлында,jулында,SV-SVS-CV,3,7
очраган,очраган,VC-SV-CVS,3,7
кешегә,кешегә,CV-CV-CV,3,6
үзе,үзе,V-CV,2,3
башлап,башлап,CVC-SVC,2,6
дәшми,дәшми,CVC-SV,2,5
ә,ә,V,1,1
берәрсе,берәрсе,CV-SVS-CV,3,7
саумы,саwмы,CVS-SV,2,5
миңлебай,миңлебаj,SVS-SV-CVS,3,8
бабай,бабаj,CV-CVS,2,5
дип,дип,CVC,1,3
дәшсә,дәшсә,CVC-CV,2,5
ару,ару,V-SV,2,3
әле,әле,V-SV,2,3
яки,jәки,SV-CV,2,4
шөкер,шөкер,CV-CVS,2,5
дип,дип,CVC,1,3
кенә,кенә,CV-SV,2,4
узып,узып,V-CVC,2,4
китә,китә,CV-CV,2,4
ни,ни,SV,1,2
уйлап,уjлап,VS-SVC,2,5
нәрсә,нәрсә,SVS-CV,2,5
карап,карап,CV-SVC,2,5
йөри,jөри,SV-SV,2,4
торгандыр,торгандыр,CVS-CVS-CVS,3,9
карт,карт,CVSC,1,4
белүче,белүче,CV-SV-CV,3,6
юк,jук,SVC,1,3
менә,менә,SV-SV,2,4
бүген,бүген,CV-CVS,2,5
дә,дә,CV,1,2
карчык,карчык,CVS-CVC,2,6
йөзгә,jөзгә,SVC-CV,2,5
йөз,jөз,SVC,1,3
очрашкач,очрашкач,VC-SVC-CVC,3,8
дәшмичә,дәшмичә,CVC-SV-CV,3,7
китүне,китүне,CV-CV-SV,3,6
килештермичә,килештермичә,CV-SVC-CVS-SV-CV,5,12
үзе,үзе,V-CV,2,3
башлап,башлап,CVC-SVC,2,6
аңа,аңа,V-SV,2,3
нихәл,нихәл,SV-CVS,2,5
арумы,арумы,V-SV-SV,3,5
миңлебай,миңлебаj,SVS-SV-CVS,3,8
агай,агаj,V-CVS,2,4
диде,диде,CV-CV,2,4
авызын,аwызын,V-SV-CVS,3,6
учы,учы,V-CV,2,3
белән,белән,CV-SVS,2,5
генә,генә,CV-SV,2,4
каплый,каплыj,CVC-SVS,2,6
төшеп,төшеп,CV-CVC,2,5
ә,ә,V,1,1
синмени,синмени,CVS-SV-SV,3,7
әле,әле,V-SV,2,3
бу,бу,CV,1,2
акбикә,акбикә,VC-CV-CV,3,6
килен,килен,CV-SVS,2,5
шөкер,шөкер,CV-CVS,2,5
диде,диде,CV-CV,2,4
карт,карт,CVSC,1,4
тукталып,тукталып,CVC-CV-SVC,3,8
җитмештән,җитмештән,CVC-SVC-CVS,3,9
узган,узган,VC-CVS,2,5
карчык,карчык,CVS-CVC,2,6
аның,аның,V-SVS,2,4
өчен,өчен,V-CVS,2,4
һаман,һаман,CV-SVS,2,5
да,да,CV,1,2
килен,килен,CV-SVS,2,5
иде,иде,V-CV,2,3
әле,әле,V-SV,2,3
һәм,һәм,CVS,1,3
акбикә,акбикә,VC-CV-CV,3,6
дип,дип,CVC,1,3
тә,тә,CV,1,2
бары,бары,CV-SV,2,4
ул,ул,VS,1,2
гына,гына,CV-SV,2,4
дәшә,дәшә,CV-CV,2,4
югыйсә,jүгыjсә,SV-CVS-CV,3,7
авыл,аwыл,V-SVS,2,4
халкы,халкы,CVS-CV,2,5
карчыкны,карчыкны,CVS-CVC-SV,3,8
күптән,күптән,CVC-CVS,2,6
инде,инде,VS-CV,2,4
акъәби,акәби,V-CV-CV,3,5
дип,дип,CVC,1,3
кенә,кенә,CV-SV,2,4
йөртәләр,jөртәләр,SVS-CV-SVS,3,8
каян,каjан,CV-SVS,2,5
кайтып,каjтып,CVS-CVC,2,6
киләсең,киләсең,CV-SV-CVS,3,7
болай,болаj,CV-SVS,2,5
диде,диде,CV-CV,2,4
карт,карт,CVSC,1,4
менә,менә,SV-SV,2,4
кизәк,кизәк,CV-CVC,2,5
җыярга,җыjарга,CV-SVS-CV,3,7
чыккан,чыккан,CVC-CVS,2,6
идем,идем,V-CVS,2,4
ә,ә,V,1,1
и,и,V,1,1
ярый,jарыj,SV-SVS,2,5
ярый,jарыj,SV-SVS,2,5
казан,казан,CV-CVS,2,5
астында,астында,VC-CVS-CV,3,7
утның,утның,VC-SVS,2,5
өзелмәве,өзелмәwе,V-CVS-SV-SV,4,8
яхшы,jахшы,SVC-CV,2,5
йә,jә,SV,1,2
үзең,үзең,V-CVS,2,4
ару,ару,V-SV,2,3
гынамы,гынамы,CV-SV-SV,3,6
соң,соң,CVS,1,3
шөкер,шөкер,CV-CVS,2,5
иде,иде,V-CV,2,3
әле,әле,V-SV,2,3
тик,тик,CVC,1,3
менә,менә,SV-SV,2,4
бу,бу,CV,1,2
көннәрдә,көннәрдә,CVS-SVS-CV,3,8
генә,генә,CV-SV,2,4
әллә,әллә,VS-SV,2,4
нишләп,нишләп,SVC-SVC,2,6
хәлем,хәлем,CV-SVS,2,5
китеп,китеп,CV-CVC,2,5
тора,тора,CV-SV,2,4
диде,диде,CV-CV,2,4
карчык,карчык,CVS-CVC,2,6
һәм,һәм,CVS,1,3
тирләгән,тирләгән,CVS-SV-CVS,3,8
битен,битен,CV-CVS,2,5
яулык,jаwлык,SVS-SVC,2,6
очы,очы,V-CV,2,3
белән,белән,CV-SVS,2,5
сөртеп,сөртеп,CVS-CVC,2,6
алды,алды,VS-CV,2,4
авырма,аwырма,V-SVS-SV,3,6
инде,инде,VS-CV,2,4
син,син,CVS,1,3
ялгыз,jалгыз,SVS-CVC,2,6
кортка,кортка,CVSC-CV,2,6
карар,карар,CV-SVS,2,5
кешең,кешең,CV-CVS,2,5
юк,jук,SVC,1,3
алладан,алладан,VS-SV-CVS,3,7
вакыт,wакыт,SV-CVC,2,5
җитмәгән,җитмәгән,CVC-SV-CVS,3,8
булса,булса,CVS-CV,2,5
үтәр,үтәр,V-CVS,2,4
әле,әле,V-SV,2,3
үтәр,үтәр,V-CVS,2,4
алла,алла,VS-SV,2,4
боерса,боjырса,CV-SVS-CV,3,7
үтәр,үтәр,V-CVS,2,4
бик,бик,CVC,1,3
күпне,күпне,CVC-SV,2,5
үткәрдек,үткәрдек,VC-CVS-CVC,3,8
диде,диде,CV-CV,2,4
карт,карт,CVSC,1,4
ияк,иjәк,V-SVC,2,4
очында,очында,V-CVS-CV,3,6
гына,гына,CV-SV,2,4
ябышып,jабышып,SV-CV-CVC,3,7
торган,торган,CVS-CVS,2,6
берничә,берничә,CVS-SV-CV,3,7
бөртек,бөртек,CVS-CVC,2,6
ап,ап,VC,1,2
ак,ак,VC,1,2
кылдай,кылдаj,CVS-CVS,2,6
сакалын,сакалын,CV-CV-SVS,3,7
селкетеп,селкетеп,CVS-CV-CVC,3,8
ярый,jарыj,SV-SVS,2,5
кортка,кортка,CVSC-CV,2,6
юлыңда,jулыңда,SV-SVS-CV,3,7
бул,бул,CVS,1,3
һәм,һәм,CVS,1,3
карт,карт,CVSC,1,4
озын,озын,V-CVS,2,4
аякларын,аjакларын,V-SVC-SV-SVS,4,9
сыга,сыга,CV-CV,2,4
биреп,биреп,CV-SVC,2,5
китеп,китеп,CV-CVC,2,5
тә,тә,CV,1,2
барды,барды,CVS-CV,2,5
ул,ул,VS,1,2
карчыклар,карчыклар,CVS-CVC-SVS,3,9
белән,белән,CV-SVS,2,5
күп,күп,CVC,1,3
сөйләшеп,сөjләшеп,CVS-SV-CVC,3,8
торырга,торырга,CV-SVS-CV,3,7
яратмый,jаратмыj,SV-SVC-SVS,3,8
иде,иде,V-CV,2,3
акъәби,акәби,V-CV-CV,3,5
үзенең,үзенең,V-CV-SVS,3,6
җилкапкасына,җилкапкасына,CVS-CVC-CV-CV-SV,5,12
җиткәч,җиткәч,CVC-CVC,2,6
туры,туры,CV-SV,2,4
читән,читән,CV-CVS,2,5
алачыкка,алачыкка,V-SV-CVC-CV,4,8
узды,узды,VC-CV,2,4
бу,бу,CV,1,2
эчтән,эчтән,VC-CVS,2,5
балчык,балчык,CVS-CVC,2,6
белән,белән,CV-SVS,2,5
сылаштырылган,сылаштырылган,CV-SVC-CV-SVS-CVS,5,13
җир,җир,CVS,1,3
идәнле,идәнле,V-CVS-SV,3,6
алачыкта,алачыкта,V-SV-CVC-CV,4,8
аның,аның,V-SVS,2,4
барлы,барлы,CVS-SV,2,5
юклы,jуклы,SVC-SV,2,5
савыт,саwыт,CV-SVC,2,5
сабасы,сабасы,CV-CV-CV,3,6
да,да,CV,1,2
тора,тора,CV-SV,2,4
шунда,шунда,CVS-CV,2,5
аш,аш,VC,1,2
суы,суы,CV-V,2,3
да,да,CV,1,2
пешә,пешә,CV-CV,2,4
иде,иде,V-CV,2,3
җирдән,җирдән,CVS-CVS,2,6
аз,аз,VC,1,2
гына,гына,CV-SV,2,4
күтәртеп,күтәртеп,CV-CVS-CVC,3,8
салынган,салынган,CV-SVS-CVS,3,8
калай,калаj,CV-SVS,2,5
морҗасы,морҗасы,SVS-CV-CV,3,7
туры,туры,CV-SV,2,4
гына,гына,CV-SV,2,4
кыектан,кыjыктан,CV-SVC-CVS,3,8
чыгарылган,чыгарылган,CV-CV-SVS-CVS,4,10
учагы,учагы,V-CV-CV,3,5
алдына,алдына,VS-CV-SV,3,6
карчык,карчык,CVS-CVC,2,6
кизәкләрен,кизәкләрен,CV-CVC-SV-SVS,4,10
бушатты,бушатты,CV-CVC-CV,3,7
казанына,казанына,CV-CV-SV-SV,4,8
өч,өч,VC,1,2
дүрт,дүрт,CVSC,1,4
чүмеч,чүмеч,CV-SVC,2,5
су,су,CV,1,2
салды,салды,CVS-CV,2,5
да,да,CV,1,2
учагына,учагына,V-CV-CV-SV,4,7
күп,күп,CVC,1,3
кенә,кенә,CV-SV,2,4
итеп,итеп,V-CVC,2,4
чыбык,чыбык,CV-CVC,2,5
чабык,чабык,CV-CVC,2,5
сындырып,сындырып,CVS-CV-SVC,3,8
тыкты,тыкты,CVC-CV,2,5
ут,ут,VC,1,2
төртеп,төртеп,CVS-CVC,2,6
җибәрде,җибәрде,CV-CVS-CV,3,7
чыбыклар,чыбыклар,CV-CVC-SVS,3,8
күмерләнеп,күмерләнеп,CV-SVS-SV-SVC,4,10
төшкәч,төшкәч,CVC-CVC,2,6
алар,алар,V-SVS,2,4
өстенә,өстенә,VC-CV-SV,3,6
ипләп,ипләп,VC-SVC,2,5
кенә,кенә,CV-SV,2,4
кизәкләр,кизәкләр,CV-CVC-SVS,3,8
өештереп,өjештереп,V-SVC-CV-SVC,4,9
куйды,куjды,CVS-CV,2,5
аның,аның,V-SVS,2,4
исәбе,исәбе,V-CV-CV,3,5
башта,башта,CVC-CV,2,5
су,су,CV,1,2
җылытып,җылытып,CV-SV-CVC,3,7
табак,табак,CV-CVC,2,5
савытын,саwытын,CV-SV-CVS,3,7
юу,jуу,SV-V,2,3
аннары,аннары,VS-SV-SV,3,6
әзер,әзер,V-CVS,2,4
казанда,казанда,CV-CVS-CV,3,7
үзенә,үзенә,V-CV-SV,3,5
бер,бер,CVS,1,3
ике,ике,V-CV,2,3
генә,генә,CV-SV,2,4
уҗау,уҗаw,V-CVS,2,4
буш,буш,CVC,1,3
умач,умач,V-SVC,2,4
пешереп,пешереп,CV-CV-SVC,3,7
алу,алу,V-SV,2,3
иде,иде,V-CV,2,3
нигәдер,нигәдер,SV-CV-CVS,3,7
күңеле,күңеле,CV-SV-SV,3,6
бүген,бүген,CV-CVS,2,5
сызык,сызык,CV-CVC,2,5
йөгерткән,jөгерткән,SV-CVSC-CVS,3,9
буш,буш,CVC,1,3
умачны,умачны,V-SVC-SV,3,6
корот,корот,CV-SVC,2,5
катып,катып,CV-CVC,2,5
кына,кына,CV-SV,2,4
ашарга,ашарга,V-CVS-CV,3,6
теләп,теләп,CV-SVC,2,5
тора,тора,CV-SV,2,4
иде,иде,V-CV,2,3
ләкин,ләкин,SV-CVS,2,5
карчык,карчык,CVS-CVC,2,6
сизә,сизә,CV-CV,2,4
пешерә,пешерә,CV-CV-SV,3,6
дә,дә,CV,1,2
ашый,ашыj,V-CVS,2,4
да,да,CV,1,2
алмас,алмас,VS-SVC,2,5
төсле,төсле,CVC-SV,2,5
хәле,хәле,CV-SV,2,4
бөтенләй,бөтенләj,CV-CVS-SVS,3,8
бетеп,бетеп,CV-CVC,2,5
бара,бара,CV-SV,2,4
көчкә,көчкә,CVC-CV,2,5
генә,генә,CV-SV,2,4
йөреп,jөреп,SV-SVC,2,5
азаплана,азаплана,V-CVC-SV-SV,4,8
гәүдәсе,гәwдәсе,CVS-CV-CV,3,7
менә,менә,SV-SV,2,4
гел,гел,CVS,1,3
ятарга,jатарга,SV-CVS-CV,3,7
гына,гына,CV-SV,2,4
сорап,сорап,CV-SVC,2,5
тора,тора,CV-SV,2,4
ахырда,ахырда,V-CVS-CV,3,6
түзмәде,түзмәде,CVC-SV-CV,3,7
казан,казан,CV-CVS,2,5
астыннан,астыннан,VC-CVS-SVS,3,8
кизәкләрне,кизәкләрне,CV-CVC-SVS-SV,4,10
ал,ал,VS,1,2
гарак,гарак,CV-SVC,2,5
тартып,тартып,CVS-CVC,2,6
учагын,учагын,V-CV-CVS,3,6
сүрелтә,сүрелтә,CV-SVS-CV,3,7
төште,төште,CVC-CV,2,5
дә,дә,CV,1,2
бераз,бераз,CV-SVC,2,5
ятып,jатып,SV-CVC,2,5
торырга,торырга,CV-SVS-CV,3,7
булды,булды,CVS-CV,2,5
алачыктан,алачыктан,V-SV-CVC-CVS,4,9
өенә,өjенә,V-SV-SV,3,5
узышлый,узышлыj,V-CVC-SVS,3,7
күрше,күрше,CVS-CV,2,5
ишегалдында,ишегалдында,V-CV-CVS-CVS-CV,5,11
йөргән,jөргән,SVS-CVS,2,6
яшь,jәш,SVC,1,3
хатынга,хатынга,CV-CVS-CV,3,7
читән,читән,CV-CVS,2,5
аша,аша,V-CV,2,3
гына,гына,CV-SV,2,4
дәште,дәште,CVC-CV,2,5
гарифә,гарифә,CV-SV-CV,3,6
кызым,кызым,CV-CVS,2,5
минем,минем,SV-SVS,2,5
казан,казан,CV-CVS,2,5
астын,астын,VC-CVS,2,5
гына,гына,CV-SV,2,4
кереп,кереп,CV-SVC,2,5
караштыра,караштыра,CV-SVC-CV-SV,4,9
тор,тор,CVS,1,3
әле,әле,V-SV,2,3
әз,әз,VC,1,2
генә,генә,CV-SV,2,4
ятып,jатып,SV-CVC,2,5
алмакчы,алмакчы,VS-SVC-CV,3,7
булам,булам,CV-SVS,2,5
бер,бер,CVS,1,3
генә,генә,CV-SV,2,4
дә,дә,CV,1,2
хәлем,хәлем,CV-SVS,2,5
юк,jук,SVC,1,3
ә,ә,V,1,1
ярый,jарыj,SV-SVS,2,5
ярый,jарыj,SV-SVS,2,5
акъәби,акәби,V-CV-CV,3,5
карармын,карармын,CV-SVS-SVS,3,8
борчылма,борчылма,CVS-CVS-SV,3,8
ят,jат,SVC,1,3
диде,диде,CV-CV,2,4
уңган,уңган,VS-CVS,2,5
хатын,хатын,CV-CVS,2,5
әбинең,әбинең,V-CV-SVS,3,6
төсе,төсе,CV-CV,2,4
качкан,качкан,CVC-CVS,2,6
чыраеннан,чыраjыннан,CV-SV-SVS-SVS,4,10
авыру,аwыру,V-SV-SV,3,5
булуын,булуын,CV-SV-VS,3,6
шунда,шунда,CVS-CV,2,5
ук,ук,VC,1,2
чамалап,чамалап,CV-SV-SVC,3,7
акъәби,акәби,V-CV-CV,3,5
урам,урам,V-SVS,2,4
тәрәзәләре,тәрәзәләре,CV-SV-CV-SV-SV,5,10
ябык,jабык,SV-CVC,2,5
әрем,әрем,V-SVS,2,4
себеркесенең,себеркесенең,CV-CVS-CV-CV-SVS,5,12
исе,исе,V-CV,2,3
аңкыган,аңкыган,VS-CV-CVS,3,7
салкынча,салкынча,CVS-CVS-CV,3,8
өенә,өjенә,V-SV-SV,3,5
керде,керде,CVS-CV,2,5
сәке,сәке,CV-CV,2,4
түренә,түренә,CV-SV-SV,3,6
бөкләп,бөкләп,CVC-SVC,2,6
куйган,куjган,CVS-CVS,2,6
ястыгын,jастыгын,SVC-CV-CVS,3,8
җәйде,җәjде,CVS-CV,2,5
дә,дә,CV,1,2
бисмилласын,бисмилласын,CVC-SVS-SV-CVS,4,11
әйтеп,әjтеп,VS-CVC,2,5
сырган,сырган,CVS-CVS,2,6
юрган,jурган,SVS-CVS,2,6
белән,белән,CV-SVS,2,5
ябынып,jабынып,SV-CV-SVC,3,7
бөгәрләнеп,бөгәрләнеп,CV-CVS-SV-SVC,4,10
кенә,кенә,CV-SV,2,4
ятты,jатты,SVC-CV,2,5
аның,аның,V-SVS,2,4
бик,бик,CVC,1,3
җылынасы,җылынасы,CV-SV-SV-CV,4,8
килә,килә,CV-SV,2,4
иде,иде,V-CV,2,3
ятып,jатып,SV-CVC,2,5
күзләрен,күзләрен,CVC-SV-SVS,3,8
йомуга,jомуга,SV-SV-CV,3,6
ул,ул,VS,1,2
салкын,салкын,CVS-CVS,2,6
бер,бер,CVS,1,3
чоңгылга,чоңгылга,CVS-CVS-CV,3,8
баткандай,баткандаj,CVC-CVS-CVS,3,9
башта,башта,CVC-CV,2,5
туңып,туңып,CV-SVC,2,5
китте,китте,CVC-CV,2,5
кымырҗып,кымырҗып,CV-SVS-CVC,3,8
акрын,акрын,VC-SVS,2,5
гына,гына,CV-SV,2,4
калтырана,калтырана,CVS-CV-SV-SV,4,9
башлады,башлады,CVC-SV-CV,3,7
күпмедер,күпмедер,CVC-SV-CVS,3,8
вакыттан,wакыттан,SV-CVC-CVS,3,8
соң,соң,CVS,1,3
бераз,бераз,CV-SVC,2,5
гына,гына,CV-SV,2,4
җылынган,җылынган,CV-SVS-CVS,3,8
кебек,кебек,CV-CVC,2,5
булды,булды,CVS-CV,2,5
ләкин,ләкин,SV-CVS,2,5
тәмам,тәмам,CV-SVS,2,5
эреп,эреп,V-SVC,2,4
изрәп,изрәп,VC-SVC,2,5
китә,китә,CV-CV,2,4
алмыйча,алмыjча,VS-SVS-CV,3,7
ярым,jарым,SV-SVS,2,5
уяу,уjаw,V-SVS,2,4
ярым,jарым,SV-SVS,2,5
йокылы,jокылы,SV-CV-SV,3,6
хәлдә,хәлдә,CVS-CV,2,5
һаман,һаман,CV-SVS,2,5
бөрешеп,бөрешеп,CV-SV-CVC,3,7
кенә,кенә,CV-SV,2,4
ята,jата,SV-CV,2,4
бирде,бирде,CVS-CV,2,5
бераздан,бераздан,CV-SVC-CVS,3,8
гарифә,гарифә,CV-SV-CV,3,6
кереп,кереп,CV-SVC,2,5
хәлен,хәлен,CV-SVS,2,5
белде,белде,CVS-CV,2,5
ашыйсың,ашыjсың,V-CVS-CVS,3,7
эчәсең,эчәсең,V-CV-CVS,3,6
килмиме,килмиме,CVS-SV-SV,3,7
дип,дип,CVC,1,3
сорады,сорады,CV-SV-CV,3,6
әби,әби,V-CV,2,3
локма,локма,SVC-SV,2,5
да,да,CV,1,2
кабасым,кабасым,CV-CV-CVS,3,7
килми,килми,CVS-SV,2,5
кайнар,каjнар,CVS-SVS,2,6
чәй,чәj,CVS,1,3
генә,генә,CV-SV,2,4
эчәр,эчәр,V-CVS,2,4
идем,идем,V-CVS,2,4
диде,диде,CV-CV,2,4
гарифә,гарифә,CV-SV-CV,3,6
алачыктан,алачыктан,V-SV-CVC-CVS,4,9
утлы,утлы,VC-SV,2,4
көл,көл,CVS,1,3
өстендә,өстендә,VC-CVS-CV,3,7
генә,генә,CV-SV,2,4
пешергән,пешергән,CV-CVS-CVS,3,8
куе,куjы,CV-SV,2,4
чәй,чәj,CVS,1,3
китереп,китереп,CV-CV-SVC,3,7
чынаягына,чынаjагына,CV-SV-SV-CV-SV,5,10
карлыган,карлыган,CVS-SV-CVS,3,8
кагы,кагы,CV-CV,2,4
салып,салып,CV-SVC,2,5
шуны,шуны,CV-SV,2,4
сыек,сыjык,CV-SVC,2,5
бал,бал,CVS,1,3
белән,белән,CV-SVS,2,5
генә,генә,CV-SV,2,4
аңа,аңа,V-SV,2,3
эчерде,эчерде,V-CVS-CV,3,6
әбинең,әбинең,V-CV-SVS,3,6
җыерчыклы,җыjырчыклы,CV-SVS-CVC-SV,4,10
ябык,jабык,SV-CVC,2,5
куллары,куллары,CVS-SV-SV,3,7
һәм,һәм,CVS,1,3
кипкән,кипкән,CVC-CVS,2,6
иреннәре,иреннәре,V-SVS-SV-SV,4,8
калтырый,калтырыj,CVS-CV-SVS,3,8
иде,иде,V-CV,2,3
шулай,шулаj,CV-SVS,2,5
да,да,CV,1,2
ул,ул,VS,1,2
тәлинкәне,тәлинкәне,CV-SVS-CV-SV,4,9
үз,үз,VC,1,2
кулы,кулы,CV-SV,2,4
белән,белән,CV-SVS,2,5
тотып,тотып,CV-CVC,2,5
эчте,эчте,VC-CV,2,4
гарифәгә,гарифәгә,CV-SV-CV-CV,4,8
күп,күп,CVC,1,3
итеп,итеп,V-CVC,2,4
рәхмәт,рәхмәт,SVC-SVC,2,6
әйтте,әjтте,VSC-CV,2,5
тирләп,тирләп,CVS-SVC,2,6
бер,бер,CVS,1,3
йокласам,jокласам,SVC-SV-CVS,3,8
иртәгә,иртәгә,VS-CV-CV,3,6
алла,алла,VS-SV,2,4
боерса,боjырса,CV-SVS-CV,3,7
аякка,аjакка,V-SVC-CV,3,6
басармын,басармын,CV-CVS-SVS,3,8
диде,диде,CV-CV,2,4
тик,тик,CVC,1,3
бүген,бүген,CV-CVS,2,5
инде,инде,VS-CV,2,4
көтү,көтү,CV-CV,2,4
кайткач,каjткач,CVSC-CVC,2,7
кәҗәсен,кәҗәсен,CV-CV-CVS,3,7
савып,саwып,CV-SVC,2,5
сөтен,сөтен,CV-CVS,2,5
баз,баз,CVC,1,3
өстенә,өстенә,VC-CV-SV,3,6
генә,генә,CV-SV,2,4
куярга,куjарга,CV-SVS-CV,3,7
кушты,кушты,CVC-CV,2,5
гарифә,гарифә,CV-SV-CV,3,6
барысын,барысын,CV-SV-CVS,3,7
да,да,CV,1,2
эшләргә,эшләргә,VC-SVS-CV,3,7
булды,булды,CVS-CV,2,5
тыныч,тыныч,CV-SVC,2,5
кына,кына,CV-SV,2,4
ятарга,jатарга,SV-CVS-CV,3,7
кушты,кушты,CVC-CV,2,5
һәм,һәм,CVS,1,3
карчыкның,карчыкның,CVS-CVC-SVS,3,9
өстен,өстен,VC-CVS,2,5
әйбәтләп,әjбәтләп,VS-CVC-SVC,3,8
ябып,jабып,SV-CVC,2,5
чыгып,чыгып,CV-CVC,2,5
китте,китте,CVC-CV,2,5
ләкин,ләкин,SV-CVS,2,5
карчык,карчык,CVS-CVC,2,6
икенче,икенче,V-CVS-CV,3,6
көнне,көнне,CVS-SV,2,5
дә,дә,CV,1,2
өченче,өченче,V-CVS-CV,3,6
көнне,көнне,CVS-SV,2,5
дә,дә,CV,1,2
аягына,аjагына,V-SV-CV-SV,4,7
баса,баса,CV-CV,2,4
алмады,алмады,VS-SV-CV,3,6
күрәсең,күрәсең,CV-SV-CVS,3,7
авыруы,аwыруы,V-SV-SV-V,4,6
аның,аның,V-SVS,2,4
болай,болаj,CV-SVS,2,5
бер,бер,CVS,1,3
ике,ике,V-CV,2,3
көн,көн,CVS,1,3
генә,генә,CV-SV,2,4
ятып,jатып,SV-CVC,2,5
үткәзеп,үткәзеп,VC-CV-CVC,3,7
җибәрерлек,җибәрерлек,CV-CV-SVS-SVC,4,10
түгел,түгел,CV-CVS,2,5
иде,иде,V-CV,2,3
ниндидер,ниндидер,SVS-CV-CVS,3,8
җитди,җитди,CVC-CV,2,5
чиргә,чиргә,CVS-CV,2,5
охшый,охшыj,VC-CVS,2,5
карчык,карчык,CVS-CVC,2,6
үзе,үзе,V-CV,2,3
алай,алаj,V-SVS,2,4
дип,дип,CVC,1,3
уйларга,уjларга,VS-SVS-CV,3,7
тырышмаса,тырышмаса,CV-SVC-SV-CV,4,9
да,да,CV,1,2
әллә,әллә,VS-SV,2,4
ходайдан,ходаjдан,CV-CVS-CVS,3,8
вакыт,wакыт,SV-CVC,2,5
җитүе,җитүе,CV-CV-V,3,5
шушы,шушы,CV-CV,2,4
микән,микән,SV-CVS,2,5
дип,дип,CVC,1,3
шомланып,шомланып,CVS-SV-SVC,3,8
та,та,CV,1,2
куйгалый,куjгалыj,CVS-CV-SVS,3,8
иде,иде,V-CV,2,3
күршеләре,күршеләре,CVS-CV-SV-SV,4,9
кереп,кереп,CV-SVC,2,5
аның,аның,V-SVS,2,4
хәлен,хәлен,CV-SVS,2,5
һаман,һаман,CV-SVS,2,5
белә,белә,CV-SV,2,4
тордылар,тордылар,CVS-CV-SVS,3,8
